_id,Date,Region,Source,Ship Type,Area,Location,Pollutant,Estimated Litres
695,2013-10-23T00:00:00,Gladstone,Ship,Commercial,Port Limits,Port of Bundaberg,Other (Hydraulic Oil),50
696,2013-11-06T00:00:00,Mackay,Ship,Recreational,Coastal Waters,"Abell Point Marina, Airlie Beach",Diesel,10
697,2013-11-09T00:00:00,Gladstone,Ship,Commercial,Port Limits,"Jetty at old slip way, Mary River",Diesel,40
698,2013-11-11T00:00:00,Gladstone,Unknown,N/A,Port Limits,"Between Flin RORO and small craft Anchorage, Gladstone",Diesel,Unknown
699,2013-11-12T00:00:00,Cairns,Ship,Commercial,Port Limits,HMAS Cairns Navy Base,Bilge,10
700,2013-11-12T00:00:00,Cairns,Ship,Commercial,Port Limits,"Tropical Reef Shipyards, Cairns",Diesel,2
701,2013-11-13T00:00:00,Gladstone,Ship,Fishing,Port Limits,"Entrance to Teebar Creek, Tin Can Bay",Diesel,Unknown
702,2013-11-14T00:00:00,Cairns,Ship,Fishing,Coastal Waters,"Dicksons Inlet, Port Douglas",Other (Gearbox oil),Unknown
703,2013-11-15T00:00:00,Cairns,Unknown,N/A,Port Limits,"Marlin Marina, Cairns",Diesel,10
704,2013-11-21T00:00:00,Cairns,Ship,Recreational,Coastal Waters,Between Cape Tribulation and Snapper Island,Diesel,Unknown
705,2013-11-25T00:00:00,Townsville,Ship,Recreational,Port Limits,"Nelly Bay Harbour, D Arm in Marina, Magnetic Island",Diesel,2
706,2013-11-25T00:00:00,Cairns,Unknown,N/A,Port Limits,"Smiths Creek, Trinity Inlet, Cairns",Sheen,Unknown
707,2013-12-03T00:00:00,Mackay,Ship,Fishing,Coastal Waters,"Mackay reef supplies wharf, Pioneer River",Diesel,300
708,2013-12-05T00:00:00,Townsville,Land,N/A,Port Limits,"Ross River, Townsville",HFO,100
709,2013-12-09T00:00:00,Mackay,Ship,Commercial,Coastal Waters,"Abell Point Marina, Airlie Beach",Bilge,5
710,2013-12-10T00:00:00,Brisbane,Unknown,N/A,Coastal Waters,"Cabbage Tree Creek, Brisbane",Diesel,Unknown
711,2014-01-08T00:00:00,Cairns,Land,N/A,Port Limits,"Endeavour River, Cooktown",Diesel,Unknown
712,2014-01-09T00:00:00,Gladstone,Ship,Unknown,Port Limits,Trawler pens in Tin Can Bay Marina,Bilge,Unknown
713,2014-01-16T00:00:00,Cairns,Unknown,N/A,Port Limits,"Endeavour River, Cooktown",Diesel,Unknown
714,2014-01-20T00:00:00,Gladstone,Unknown,N/A,Port Limits,"Mouth of the Calliope River, Gladstone",Sheen,Unknown
715,2014-01-21T00:00:00,Gladstone,Unknown,N/A,Port Limits,"Mouth of the Calliope River, Gladstone",Sheen,Unknown
716,2014-01-22T00:00:00,Townsville,Ship,Commercial,Port Limits,"Berth 1 and swing basin, Townsville",Other (Carbon Soot),Unknown
717,2014-01-24T00:00:00,Brisbane,Land,N/A,Port Limits,"Shell Tank Farm, Pinkenba, Brisbane",Other (Bitumen),Unknown
718,2014-01-29T00:00:00,Brisbane,Ship,Recreational,Coastal Waters,"Versace Marina, The Spit, Main Beach, Goldcoast",Diesel,2000
719,2014-01-30T00:00:00,Cairns,Ship,Unknown,Coastal Waters,"Cooya Beach boat ramp, Cairns",Diesel,Unknown
720,2014-02-05T00:00:00,Cairns,Ship,Fishing,Port Limits,"Fisherman's Base 2, Cairns",Bilge,10
721,2014-02-14T00:00:00,Cairns,Ship,Recreational,Port Limits,"F Finger, Marlin Marina, Cairns",Other,Unknown
722,2014-02-18T00:00:00,Cairns,Unknown,N/A,Port Limits,"Trinity Park Beach, Cairns",Other (Tar Balls),Unknown
723,2014-02-19T00:00:00,Cairns,Unknown,N/A,Port Limits,"Norship Slipway, Tingira St, Portsmith, Cairns",Sheen,Unknown
724,2014-03-05T00:00:00,Gladstone,Ship,Commercial,Port Limits,"Laird Point Boat Ramp, Gladstone",Diesel,20
725,2014-03-08T00:00:00,Cairns,Ship,Fishing,Port Limits,"Town Reach, Norman Creek, Karumba",Diesel,20
726,2014-03-11T00:00:00,Cairns,Land,N/A,Port Limits,"Marlin Marina, Trinity Inlet, Cairns",Diesel,Unknown
727,2014-03-12T00:00:00,Cairns,Unknown,N/A,Coastal Waters,"South Johnstone river near coronation St, Innisfale",Sheen,Unknown
728,2014-03-14T00:00:00,Cairns,Ship,Unknown,Coastal Waters,Port Douglas Marina,Bilge,Unknown
729,2014-03-14T00:00:00,Cairns,Unknown,N/A,Port Limits,Mourilyan Harbour,Sheen,Unknown
730,2014-03-31T00:00:00,Brisbane,Ship,Commercial,Coastal Waters,"Mulloka Canel East, Minyama",Other (Hydraulic Oil),Unknown
731,2014-04-01T00:00:00,Brisbane,Ship,Commercial,Coastal Waters,"Runaway Bay Marina, Gold Coast",Bilge,4
732,2014-04-04T00:00:00,Townsville,Unknown,N/A,Port Limits,"Berth 4, Port of Townsville",Other (Stock feed),30kg
733,2014-04-06T00:00:00,Townsville,Ship,Commercial,Port Limits,"Duck Pond, Townsville",Diesel,50
734,2014-04-22T00:00:00,Brisbane,Ship,Commercial,Port Limits,"Brisbane Marine Industrial Park, Brisbane",Diesel,20
735,2014-04-22T00:00:00,Cairns,Unknown,N/A,Coastal Waters,"Johnstone River, Commercial Wharf, Innisfail",Sheen,Unknown
736,2014-04-23T00:00:00,Cairns,Unknown,N/A,Port Limits,"Cairns fishing marina and wharf, Cairns",Sheen,Unknown
737,2014-04-28T00:00:00,Brisbane,Ship,Recreational,Coastal Waters,"Hope Island Resort Marina, Gold Coast",Sheen,1
738,2014-05-04T00:00:00,Cairns,Ship,Commercial,GBRMP,"Cowley Beach Defence Training Area, Cowley Beach",Other (Hydraulic Oil),250
739,2014-05-21T00:00:00,Cairns,Unknown,N/A,Port Limits,"Marlin Marina, Cairns",Bilge,Unknown
740,2014-05-23T00:00:00,Mackay,Ship,Fishing,Port Limits,"Mackay Marina, Commercial Fishing Wharf",Bilge,Unknown
741,2014-05-30T00:00:00,Gladstone,Unknown,N/A,Port Limits,"Transit Systems Berths, Gladstone Marina, Gladstone",Diesel,10
742,2014-06-02T00:00:00,Brisbane,Unknown,N/A,Port Limits,"Luggage Point dredge pump out moornig, Brisbane River",Other (Hydraulic Oil),10
743,2014-06-06T00:00:00,Cairns,Ship,Commercial,Port Limits,"Wharf number 8, Cairns Harbour",Other (Hydraulic Oil),30
744,2014-06-10T00:00:00,Gladstone,Land,N/A,Port Limits,"WICET Project site, Gladstone",Other (Hydraulic Oil),1
745,2014-06-11T00:00:00,Gladstone,Unknown,N/A,Coastal Waters,Lady Elliott Island,Other (Tar Balls),N/A
746,2014-07-04T00:00:00,Cairns,Ship,Commercial,Port Limits,"Main Wharf, Thursday Island",Diesel,1
747,2014-07-08T00:00:00,Cairns,Unknown,N/A,Port Limits,"Fishing Base 2, Cairns",Diesel,20
748,2014-07-14T00:00:00,Cairns,Ship,Commercial,Port Limits,"Wharf number 4, Trinity Wharf, Cairns",Other (Paint),4
749,2014-07-16T00:00:00,Gladstone,Ship,Fishing,Coastal Waters,Between Great Keppel Island and Barren Island,Diesel,Unknown
750,2014-07-18T00:00:00,Brisbane,Land,N/A,Port Limits,"Fisherman Islands Berth Number 3, Brisbane",Diesel,20
751,2014-07-18T00:00:00,Brisbane,Unknown,N/A,Coastal Waters,"Raby Bay, behind 38 Compass Court, Cleveland",Hydraulic Oil,100
752,2014-07-18T00:00:00,Gladstone,Ship,Commercial,Port Limits,"Curtis Ferry Services pontoon, Gladstone Marina",Diesel,150
753,2014-07-22T00:00:00,Cairns,Ship,Defence,Port Limits,"Cairns Naval Base, Cairns",Hydraulic Oil,10
754,2014-08-01T00:00:00,Townsville,Unknown,N/A,Port Limits,Opposite the Townsville Yacht Club in Ross Creek,Sheen,Unknown
755,2014-08-16T00:00:00,Bundaberg,Unknown,N/A,Port Limits,"Downstream of Tin Can Bay Marina, Tin Can Bay",Diesel,Unknown
756,2014-08-21T00:00:00,Brisbane,Unknown,N/A,Coastal Waters,"Entrance Toondah Harbour, Cleveland",Other (Emulsion),20
757,2014-08-22T00:00:00,Bundaberg,Unknown,N/A,Port Limits,"Tin Can Bay Marina, Tin Can Bay",Diesel,Unknown
758,2014-08-31T00:00:00,Cairns,Ship,Commercial,Port Limits,"Thursday Island Harbour, Port Kennedy, Torres Strait",Diesel,10
759,2014-09-04T00:00:00,Bundaberg,Ship,Recreational,Port Limits,"Tin Can Bay Marina, Tin can Bay",Diesel,Unknown
760,2014-09-09T00:00:00,Gladstone,Land,N/A,Port Limits,"Wiggins Island Coal Export Terminal (WICKET), Gladstone",Other (Panolin),1
761,2014-09-15T00:00:00,Mackay,Ship,Commercial,Port Limits,"Cruise Whitsunday Fuel Dock, Port of Airlie, Airlie Beach",Diesel,1
762,2014-09-19T00:00:00,Gladstone,Ship,Commercial,Coastal Waters,"Heron Island, Great Barrier Reef",Diesel,1
763,2014-09-21T00:00:00,Cairns,Ship,Commercial,Coastal Waters,"Badu Island Barge Ramp, Torres Strait",Diesel,1
764,2014-09-24T00:00:00,Cairns,Ship,Commercial,Port Limits,"Rebel Marine Wharf, Thursday Island, Torres Strait",Diesel,1
765,2014-09-26T00:00:00,Bundaberg,Ship,Recreational,Port Limits,"Susan River, between Maryborough and Hervey Bay",Hydraulic Oil,25
766,2014-11-15T00:00:00,Cairns,Ship,Recreational,Port Limits,"Half Moon Bay Marina, Yorkeys Knob, Cairns",Diesel,Unknown
767,2014-11-15T00:00:00,Mackay,Ship,Recreational,Coastal Waters,"Whitehaven Beach, 1nm south of Hill Inlet",Bilge,Unknown
768,2014-11-21T00:00:00,Cairns,Unknown,N/A,Port Limits,"H Finger, Marlin Marina, Cairns",Diesel,Unknown
769,2014-11-23T00:00:00,Brisbane,Ship,Recreational,Coastal Waters,"Peel Island, South West Rocks, Moreton Bay",Diesel,Unknown
770,2014-11-28T00:00:00,Gladstone,Ship,Commercial,Port Limits,"Fishermans Landing, Gladstone Harbour, Gladstone",Grease ,100
771,2015-01-07T00:00:00,Cairns,Ship,Recreational,Port Limits,"150m from Horn Island Passenger Wharf, Torres Strait",Diesel,Unknown
772,2015-01-08T00:00:00,Brisbane,Ship,Recreational,Coastal Waters,"Hope Island Resort Marina, Hope Island, Gold Coast",Diesel,5
773,2015-01-24T00:00:00,Gladstone,Unknown,N/A,GBRMP,Capricorn Channel,Unknown,Unknown
774,2015-02-25T00:00:00,Cairns,Land,N/A,Port Limits,"Commercial Fish base number 2, Trinity Inlet, Cairns",Sheen,Unknown
775,2015-03-11T00:00:00,Brisbane,Unknown,N/A,Coastal Waters,"Rivage Royale Marina, Southport",Sheen,Unknown
776,2015-03-14T00:00:00,Cairns,Ship,Commercial,Port Limits,"Main wharf, Thursday Island, Port Kennedy, Torres Strait",Diesel,2
777,2015-03-15T00:00:00,Cairns,Land,N/A,Port Limits,"Engineers Wharf, Port Kennedy, Thursday Island, Torres Strait",Diesel,Unknown
778,2015-03-27T00:00:00,Cairns,Ship,Fishing,Port Limits,"Norship BR1, Smith's Creek, Cairns",Diesel,Unknown
779,2015-03-27T00:00:00,Brisbane,Ship,Recreational,Coastal Waters,"Dockside Marine, Kangaroo Point, Brisbane",Sheen,Unknown
780,2015-03-28T00:00:00,Mackay,Unknown,N/A,Port Limits,"Hay Point Berth Number 1, Hay Point",Sheen,Unknown
781,2015-03-30T00:00:00,Cairns,Unknown,N/A,Port Limits,"Commercial Fishing Base 1, Smiths Creek, Cairns",Diesel,Unknown
782,2015-04-03T00:00:00,Brisbane,Ship,Recreational,Coastal Waters,"Marine Stadium, Broadwater, Gold Coast",Diesel,Unknown
783,2015-04-24T00:00:00,Townsville,Ship,Commercial,Port Limits,"Ross River, Townsville",Diesel,Unknown
784,2015-05-11T00:00:00,Brisbane,Land,N/A,Port Limits,"Graincorp Liquid Terminal, Brisbane River",Diesel,1000
785,2015-05-19T00:00:00,Brisbane,Land,N/A,Coastal Waters,"Mooloolaba Yacht club, Mooloolaba",Bitumen Spray,Unknown
786,2015-06-08T00:00:00,Gladstone,Unknown,N/A,Port Limits,"Gladstone Marina, Gladstone",Diesel,Unknown
787,2015-07-04T00:00:00,Townsville,Ship,Commercial,Port Limits,"Townsville Harbour, Townsville",Diesel,10
788,2015-07-15T00:00:00,Cairns,Unknown,N/A,Port Limits,"Tropical Reef Shipyard,  Trinity Inlet,  Cairns",Sheen,N/A
789,2015-07-17T00:00:00,Townsville,Ship,Unknown,Territorial Sea,20nm North of Cape Upstart,Heavy Fuel Oil,"> 10,000"
790,2015-07-21T00:00:00,Townsville,Unknown,N/A,Port Limits,"Boat Ramp Number 2, Ross Creek, Townsville",Sheen,N/A
791,2015-07-24T00:00:00,Cairns,Unknown,N/A,Port Limits,"RaptIs Wharf, Norman River, Karumba",Unknown,Unknown
792,2015-07-29T00:00:00,Cairns,Ship,Commercial,Port Limits,"RaptIs Wharf, Norman River, Karumba",Diesel,10
793,2015-07-31T00:00:00,Gladstone,Ship,Commercial,Port Limits,"Port Alma Public Boat Ramp, Port Alma",Sheen,Unknown
794,2015-08-07T00:00:00,Cairns,Unknown,N/A,Coastal Waters,"Googarra Beach, Tully Heads",Unknown,Unknown
795,2015-08-14T00:00:00,Mackay,Ship,Commercial,Port Limits,"Mackay Marina, Mackay",Bilge,2
796,2015-08-17T00:00:00,Brisbane,Ship,Recreational,Coastal Waters,"Southport Yacht club, Gold Coast Broadwater, Gold Coast",Diesel,Unknown
797,2015-08-20T00:00:00,Brisbane,Unknown,N/A,Coastal Waters,"Karragarra Ws near Karragarra Island, Southern Moreton Bay, Gold Coast",Sheen,Unknown
798,2015-08-20T00:00:00,Cairns,Unknown,N/A,Port Limits,2nm West South West of Green Island off Cairns,Diesel,Unknown
799,2015-08-20T00:00:00,Gladstone,Ship,Commercial,Port Limits,"Fishermans Landing Wharf, Gladstone Harbour, Gladstone",Hydraulic oil,1
800,2015-08-24T00:00:00,Cairns,Ship,Recreational,Coastal Waters,"Chapman Island Anchorage, Chapman Island, 4nm SE of Cape Direction ",Sheen,Unknown
801,2015-08-25T00:00:00,Brisbane,Land,N/A,Coastal Waters,"Coomera River, M1 bridge, Gold Coast",Diesel,1
802,2015-08-25T00:00:00,Mackay,Ship,Commercial,Coastal Waters,"Western Finger, Shute Harbour",Bilge,Unknown
803,2015-09-22T00:00:00,Townsville,Unknown,N/A,Port Limits,"Berth 10, Townsville Harbour, Townsville",Hydraulic oil,20
804,2015-10-07T00:00:00,Gladstone,Ship,Recreational,Port Limits,"G Finger, Gladstone Marina, Gladstone",Diesel,1
805,2015-10-07T00:00:00,Townsville,Land,N/A,Port Limits,"Storm Water Drain, Berth 1, Townsville Harbour, Townsville",Sheen,Unknown
806,2015-10-11T00:00:00,Townsville,Ship,Recreational,Port Limits,"D18, D Arm, Magnetic Island Marina, Magnetic Island",Diesel,Unknown
807,2015-11-04T00:00:00,Cairns,Ship,Defence,Port Limits,"Navy Base, Cairns Harbour, Cairns",Diesel,250mil
808,2015-11-10T00:00:00,Townsville,Ship,Commercial,Port Limits,"Magnetic Island Marina, Magnetic Island",Diesel,2
809,2015-11-28T00:00:00,Cairns,Unknown,N/A,Port Limits,"Lorim Point Wharf, Weipa",Diesel,50
810,2015-11-30T00:00:00,Cairns,Ship,Commercial,Port Limits,"Trinity Wharf, Cairns",Diesel,5
811,2015-12-03T00:00:00,Brisbane,Ship,Recreational,Coastal Waters,"Columbus Drive Canal, Hollywell, Gold Coast",Bilge,15
812,2015-12-14T00:00:00,Cairns,Unknown,N/A,Coastal Waters,"Johnstone River near Banana Island, Innisfail",Diesel,Unknown
813,2015-12-17T00:00:00,Townsville,Ship,Commercial,Port Limits,"CUF Berth, Ross Haven Marina, Ross River, Townsville",Diesel,600
814,2015-12-22T00:00:00,Cairns,Ship,Commercial,Coastal Waters,"Mouth of Bloomfield River, Cape York",Diesel,Sheen
815,2015-12-31T00:00:00,Brisbane,Ship,Recreational,Coastal Waters,"Sanctuary Cove Marina, Hope Island, Gold Coast",Diesel,200
816,2016-01-03T00:00:00,Mackay,Ship,Recreational,Coastal Waters,"Whitsunday Sailing Club, Rock Wall, Airlie Beach",Other,
817,2016-01-05T00:00:00,Townsville,Ship,Recreational,Port Limits,"Ross Creek, Townsville",Diesel,60
818,2016-01-09T00:00:00,Mackay,Ship,Recreational,Coastal Waters,"Shute Harbour Mooring Grid, Shute Harbour",Sheen,Unknown
819,2016-01-22T00:00:00,Brisbane,Unknown,N/A,Coastal Waters,"Queensland Cruising Yacht Club, Cabbage Tree Creek, Sandgate",Diesel,Unknown
820,2016-02-02T00:00:00,Brisbane,Land,N/A,Coastal Waters,"Nerang River at Pacific Motorway Road Bridge, Nerang",Diesel,100
821,2016-02-02T00:00:00,Mackay,Land,N/A,Port Limits,"Fuel Pontoon, Mackay Marina,  Mackay",ULP,70
822,2016-02-16T00:00:00,Brisbane,Unknown,N/A,Coastal Waters,"Mooloola River, Opposite Pilot Station, Mooloolaba",Diesel,Unknown
823,2016-02-18T00:00:00,Cairns,Ship,Commercial,Port Limits,"Main Wharf, Thursday Island, Torres Strait",Diesel,10
824,2016-02-26T00:00:00,Gladstone,Unknown,N/A,Port Limits,"Sea Link Berths, Gladstone Marina, Gladstone",Bilge,Unknown
825,2016-02-28T00:00:00,Townsville,Unknown,N/A,Port Limits,"D Finger Breakwater Marina, Townsville",Diesel,Unknown
826,2016-04-04T00:00:00,Gladstone,Land,N/A,Port Limits,"Service Wharf, Gladstone Marina, Gladstone",Diesel,11
827,2016-04-05T00:00:00,Brisbane,Ship,Trading ship,Port Limits,"Berth 4, Fisherman Islands, Brisbane River, Brisbane",Diesel,Unknown
828,2016-04-05T00:00:00,Townsville,Land,N/A,Port Limits,"Port of Townsville, Townsville",Other (Molasses),Unknown
829,2016-04-07T00:00:00,Brisbane,Ship,Recreational,Coastal Waters,"South West corner of Wave Break Island, Gold Coast",Diesel,15
830,2016-04-07T00:00:00,Cairns,Unknown,N/A,Port Limits,"Karumba Boat Ramp, Karumba",Diesel,20
831,2016-04-08T00:00:00,Gladstone,Unknown,N/A,Port Limits,"Gladstone Marina, Gladstone",Diesel,Unknown
832,2016-04-20T00:00:00,Brisbane,Ship,Recreational,Coastal Waters,"Main Channel, Horizon Shores Marina, Gold Coast",Other (Hydraulic oil),Unknown
833,2016-04-30T00:00:00,Brisbane,Ship,Recreational,Coastal Waters,"Mooloolaba Boat Harbour, Mooloolaba",Sheen,Unknown
834,2016-05-03T00:00:00,Townsville,Ship,Recreational,Port Limits,"Berth 7 Townsville Yacht Club, Townsville",Diesel,100
835,2016-05-11T00:00:00,Gladstone,Ship,Commercial,Coastal Waters,Approximately 10nm East of Round Hill Head,Other,Unknown
836,2016-05-11T00:00:00,Gladstone,Ship,Commercial,Port Limits,"Pelican Bay, Great Sandy Straits",Diesel,Unknown
837,2016-05-28T00:00:00,Gladstone,Ship,Commercial,Port Limits,"Australia Pacific LNG Terminal, Curtis Island, Gladstone",Other (Hydraulic oil),10
838,2016-05-29T00:00:00,Townsville,Ship,Fishing,Port Limits,"Outer Harbour, Bowen",Diesel,Unknown
839,2016-05-30T00:00:00,Mackay,Ship,Recreational,Coastal Waters,"F Arm, Port of Airlie, Airlie Beach",Sheen,Unknown
840,2016-06-04T00:00:00,Brisbane,Ship,Commercial,Coastal Waters,"Carters Basin, Gold Coast Broadwater",Diesel,Unknown
841,2016-06-08T00:00:00,Cairns,Land,N/A,Port Limits,"Main Wharf, Thursday Island, Torres Strait",Diesel,5
842,2016-06-08T00:00:00,Townsville,Ship,Unknown,Port Limits,"Townsville Harbour, Townsville",Other (Grease),Unknown
843,2016-06-20T00:00:00,Brisbane,Land,N/A,Port Limits,"Boggy Creek, Brisbane",Other (Slop Oil),Unknown
844,2016-06-22T00:00:00,Cairns,Ship,Commercial,Port Limits,"Lorim Point Tug Berth, Weipa",Sheen,Unknown
845,2016-07-01T00:00:00,Gladstone,Ship,Recreational,Port Limits,"Burnett Heads Marina, Bundaberg",Diesel,Unknown
846,2016-07-02T00:00:00,Brisbane,Ship,Recreational,Coastal Waters,"Breakfast Creek, Brisbane",Diesel,100
847,2016-07-05T00:00:00,Brisbane,Ship,Recreational,Coastal Waters,"Saltwater Creek, 5 Chanpagne Blvd, Helensvale, Gold Coast",Diesel,Unknown
848,2016-07-07T00:00:00,Cairns,Unknown,N/A,Port Limits,"Endeavour River, Cooktown",Diesel,20
849,2016-07-12T00:00:00,Cairns,Ship,Recreational,Port Limits,"Mourilyan Harbour, Mourilyan",Diesel,Unknown
850,2016-07-13T00:00:00,Gladstone,Unknown,N/A,Port Limits,"O'Connell Wharf, Auckland Creek, Gladstone",Sheen,Unknown
851,2016-07-13T00:00:00,Gladstone,Ship,Fishing,Port Limits,"Trawler base, Gladstone Marina, Gladstone",Other (sump oil),Unknown
852,2016-07-15T00:00:00,Brisbane,Ship,Fishing,Coastal Waters,"Caboolture River, Brisbane",Other ,Unknown
853,2016-07-21T00:00:00,Townsville,Unknown,N/A,Port Limits,"Berth 8, Townsville Port, Townsville",Sheen,Unknown
854,2016-07-23T00:00:00,Cairns,Ship,Commercial,Port Limits,"Fearnley Street boat ramp, Trinity Inlet, Cairns",Bilge,15
855,2016-07-25T00:00:00,Brisbane,Ship,Recreational,Port Limits,"Berth number 2, Fisherman Islands,  Brisbane",Other (Hydraulic Oil),10
856,2016-08-01T00:00:00,Cairns,Ship,Commercial,Port Limits,"Hey River terminal, Weipa",Other (Hydraulic Oil),Unknown
857,2016-08-21T00:00:00,Townsville,Ship,Recreational,Port Limits,"Berth J15, Townsville Yacht Club marina, Townsville",Diesel,30
858,2016-08-22T00:00:00,Gladstone,Unknown,N/A,Port Limits,"Urangan harbour, Hervey Bay",Sheen,Unknown
859,2016-09-02T00:00:00,Gladstone,Land,N/A,Port Limits,"Wiggins Island Coal Export Terminal Wharf, Gladstone",Other (Coal Slurry),10
860,2016-09-09T00:00:00,Cairns,Unknown,N/A,Port Limits,"Marlin Marina, Trinity Inlet, Cairns",Diesel,20
861,2016-09-09T00:00:00,Cairns,Ship,Commercial,Coastal Waters,"Flynn Reef, Cairns",Diesel,2
862,2016-09-10T00:00:00,Gladstone,Unknown,N/A,Port Limits,"Bundaberg Port Marina, Bundaberg",Diesel,Unknown
863,2016-09-14T00:00:00,Gladstone,Land,N/A,Port Limits,"Gladstone Marine Centre, Gladstone Marina, Gladstone",Other (sewage),20
864,2016-09-20T00:00:00,Cairns,Unknown,N/A,Port Limits,"Cairns crusing yacht squadron, Smiths Creek Cairns",Other (Paint),Unknown
865,2016-09-22T00:00:00,Cairns,Unknown,N/A,Port Limits,"Marlin Marina, Trinity Inlet, Cairns",Diesel,Unknown
866,2016-10-04T00:00:00,Cairns,Ship,Commercial,Port Limits,"Trinity Wharf, Chinaman Creek, Cairns",Sheen,Unknown
867,2016-10-07T00:00:00,Gladstone,Ship,Commercial,Port Limits,"Upstream of main bridge, Auckland Creek, Gladstone",Other (Sand blasting sand),Unknown
868,2016-10-09T00:00:00,Townsville,Unknown,N/A,Coastal Waters,"Norship base, Port Hinchinbrook",Diesel,Unknown
869,2016-10-17T00:00:00,Gladstone,Unknown,N/A,Coastal Waters,"Eurong, East side of Fraser Island",Oil,Unknown
870,2016-10-18T00:00:00,Gladstone,Ship,Commercial,Port Limits,"Clinton swing basin, Gladstone harbour, Gladstone",Other (Hydraulic Oil),5
871,2016-10-20T00:00:00,Townsville,Unknown,N/A,Port Limits,"Berth 8, Townsville Port, Townsville",Diesel,10
872,2016-10-21T00:00:00,Cairns,Ship,Commercial,Port Limits,"Humbug wharf, Weipa",Sheen,Unknown
873,2016-10-22T00:00:00,Cairns,Ship,Recreational,Port Limits,"South of Passenger wharf, Horn Island anchorage, Horn Island",Sheen,Unknown
874,2016-10-27T00:00:00,Gladstone,Ship,Commercial,Port Limits,"Curtis ferries pontoon, Gladstone marina, Gladstone",Diesel,Unknown
875,2016-11-05T00:00:00,Cairns,Ship,Navy,Port Limits,"Navy base, Cairns",Diesel,20
876,2016-11-10T00:00:00,Brisbane,Unknown,N/A,Port Limits,"Lawries Marina, Mooloolaba",Diesel,Unknown
877,2016-11-16T00:00:00,Brisbane,Ship,Commercial,Port Limits,"Brisabne Anchorage, Brisbane",Unknown,5
878,2016-11-24T00:00:00,Brisbane,Unknown,N/A,Coastal Waters,"Holman Street Ferry terminal, Kangaroo Point, Brisbane River",Unknown,Unknown
879,2016-11-25T00:00:00,Gladstone,Ship,Commercial,Port Limits,"Ship berth, Port Alma",Oil,Unknown
880,2016-12-17T00:00:00,Brisbane,Ship,Recreational,Coastal Waters,"Dog Beach, entrance to the Noosa River, Sunshine Coast",Bilge,Unknown
881,2016-12-20T00:00:00,Cairns,Ship,Trading Ship,Port Limits,"Smiths Creek, Cairns",Diesel,10
882,2016-12-23T00:00:00,Brisbane,Unknown,N/A,Port Limits,"Aquarium Passage, Pinkenba Reach, Brisbane River, Brisbane",Diesel,Unknown
883,2016-12-25T00:00:00,Cairns,Ship,Commercial,Coastal Waters,Ribbon Reef number 3,Diesel,600
884,2016-12-27T00:00:00,Townsville,Ship,Commercial,Port Limits,"Tug pens, Berth 6, Port of Townsville",Other (Hydraulic Oil),5
885,2017-01-02T00:00:00,Brisbane,Unknown,N/A,Coastal Waters,"Spinnaker Sound Marina, Sandstone Point",Other (sump oil),5
886,2017-01-05T00:00:00,Cairns,Ship,Commercial,Port Limits,"Duck Pond, Smiths Creek, Cairns",Other (Hydraulic Oil),1.5
887,2017-01-09T00:00:00,Brisbane,Unknown,N/A,Coastal Waters,"Thompsons Beach, Victoria Point",Diesel,Unknown
888,2017-01-27T00:00:00,Cairns,Ship,Fishing,Coastal Waters,"Fitzgerald Esplanade, Johnstone River, Innisfail.",Diesel,100
889,2017-01-31T00:00:00,Mackay,Ship,Commercial,Coastal Waters,"Finger number 12, Airlie Beach Marina, Airlie Beach",Other (Engine Oil),8
890,2017-02-09T00:00:00,Brisbane,Ship,Commercial,Port Limits,"Spitfire Channel, Moreton Bay, Brisbane",Other (Hydraulic Oil),Unknown
891,2017-02-10T00:00:00,Townsville,Ship,Commercial,Port Limits,"Vehicle Ferry Terminal, Ross creek, Townsville",Diesel,15
892,2017-02-13T00:00:00,Brisbane,Unknown,N/A,Port Limits,"Mooloolaba Yachat Club, Mooloolaba River, Mooloolaba",Diesel,Unknown
893,2017-02-14T00:00:00,Townsville,Ship,Commercial,Port Limits,"Port of Townsville, Townsville",Other (soot),Unknown
894,2017-02-18T00:00:00,Brisbane,Unknown,N/A,Port Limits,"Browns slip way, Mooloolaba River, Mooloolaba",Diesel,Unknown
895,2017-02-18T00:00:00,Townsville,Ship,Commercial,Port Limits,"Port of Townsville, Townsville",Other (Hydraulic Oil),1
896,2017-02-21T00:00:00,Mackay,Ship,Trading Ship,Port Limits,"Anchorage S13, Hay Point",Other (low sulphur Gas Oil),3
897,2017-02-22T00:00:00,Gladstone,Unknown,N/A,Port Limits,"Public boat ramp, Gladstone Marina, Gladstone",Bilge,Unknown
898,2017-02-25T00:00:00,Townsville,Unknown,N/A,Port Limits,"Fantasea loading ramp, Ross Creek, Townsville",Sheen,Unknown
899,2017-03-10T00:00:00,Mackay,Ship,Commercial,Port Limits,"Hey Point terminal, Hay Point",Diesel,40
900,2017-03-14T00:00:00,Brisbane,Land,N/A,Coastal Waters,"Kawana Waters Canal, Sunshine Coast",Sheen,Unknown
901,2017-03-17T00:00:00,Townsville,Unknown,N/A,Port Limits,"Rosshaven Marina, Ross River, Townsville",Sheen,Unknown
902,2017-03-18T00:00:00,Brisbane,Ship,Commercial,Port Limits,"Incitec South, Lytton Reach, Brisbane River, Brisbane",HFO,500
903,2017-03-21T00:00:00,Cairns,Ship,Recreational,Port Limits,"Main Wharf, Thursday Island",Diesel,2
